time,meas_r_x,meas_r_y,meas_v_x_dot,meas_v_y_dot,state_z
0.0,-0.11188968637384945,-0.017232625679239014,-0.0009674157364091057,0.019841295748978482,0.398
0.010226726531982422,0.06706537820499037,0.009377402330129694,0.035729398487934654,0.11801737980732585,0.398
0.020415067672729492,-0.16363932262726077,0.021375561803699296,0.03832651291466506,0.0416462406367531,0.398
0.03060460090637207,-0.1896258730001318,-0.004755035747545751,0.029698782773957245,0.06202771002892211,0.402
0.04080390930175781,-0.21196340956437698,0.0029576244538281928,0.052373321855946196,0.030122701433723805,0.402
0.05111289024353027,-0.2510248943497047,-0.012981951812673996,-0.0011433318241365724,0.03536994163256133,0.402
0.06128120422363281,-0.11305835577830399,-0.2444774112486325,0.11125840934614194,0.03189542771541634,0.402
0.0714573860168457,-0.10561837427441291,-0.056484112109788265,0.11922524628954549,-0.011806177830589204,0.402
0.08165311813354492,-0.1912536072550679,-0.02637254279873372,0.14605391264253384,0.03797249964365462,0.402
0.09183001518249512,-0.1792089248161378,-0.03473001920996208,0.16525080966305028,-0.0059627746837943515,0.4
0.10206270217895508,-0.1410017598127078,-0.21024693425282936,0.1632726911957169,0.04127373853831634,0.4
0.1122281551361084,-0.3631261767898236,-0.03484182458815622,0.12334490010417812,-0.007516986238240278,0.4
0.12239480018615723,0.29338391129310504,-0.019142291877599457,0.13748408888381747,0.0192506284634828,0.399
0.1325981616973877,-0.2680874974581985,-0.015181379856313203,0.25874022671293706,0.14487785653570057,0.399
0.14281773567199707,0.17281830431598372,-0.05812648428079724,0.24405409738271439,0.11362371660517395,0.399
0.1531219482421875,0.003203627014997207,-0.003915116581348147,0.21952882591731593,0.07575957968884438,0.399
0.1633007526397705,-0.020096141932787064,-0.03486407772053845,0.34506195468734824,0.02419335276000538,0.399
0.173475980758667,-0.2243692119271078,0.022849330127495137,0.34990354093403475,0.06247316036984439,0.399
0.18364262580871582,0.05824735841325398,0.021055618798431028,0.4321920656195527,0.06566743572304384,0.402
0.19381380081176758,-0.23084887359514494,0.03324113911263029,0.38541155000062755,0.033213025843660676,0.402
0.20404624938964844,-0.18412364839634016,-0.002941894861904882,0.39904810708627,0.04128135708583974,0.402
0.21421384811401367,-0.17186201450000954,-0.003471088930041161,0.4145477194201656,0.012787758651582541,0.402
0.22438478469848633,0.012815384788775117,0.03852410860764614,0.41060766756181616,0.03944387692956767,0.398
0.23456430435180664,-0.02669611443070592,-0.20505382199539973,0.43490084813608804,0.06987763829008486,0.398
0.2447359561920166,-0.0725620584527919,-0.02625060321418145,0.4089210962861659,0.012123293778393487,0.398
0.25495338439941406,0.08500770214123902,-0.04588550397814068,0.4232476830927802,0.03234484312611689,0.398
0.26514697074890137,-0.1739286295409937,0.01590135404667861,0.4707135679305833,-0.03800470577588849,0.398
0.2753138542175293,-0.34703372035296953,0.016838391928444524,0.40439791010590853,-0.022991958787000343,0.398
0.2854785919189453,-0.03238755223479702,-0.13981801657464668,0.495207202956748,-0.03290001067651274,0.397
0.2956514358520508,-0.27679058165605974,0.22441293174109161,0.391198074499524,0.02386639832206524,0.397
0.3058176040649414,-0.37304244577756196,-0.006489213104236867,0.5072915359462302,0.041448282618189815,0.397
0.3159971237182617,-0.27590843685726535,-0.022405464875965776,0.42304376426931734,-0.028394764506804046,0.397
0.32618021965026855,-0.2849093102633739,-0.06836356134065359,0.4155800628106602,0.11235330896300748,0.398
0.3363475799560547,-0.09065985802211128,-0.07045231313168036,0.41374554885680215,0.10226589302946312,0.398
0.3465156555175781,-0.6579283287369659,-0.011142080571261476,0.42426497976180744,0.14577185781946128,0.398
0.3567240238189697,0.008487828112004478,-0.17792645321303124,0.49168198862313367,0.11571436520649105,0.398
0.3668978214263916,-0.1788877140718386,0.016042638628530462,0.48136416637901286,0.07417417546406997,0.398
0.37717247009277344,-0.2922681869419672,0.003555036101668593,0.4265359057894913,0.10831806458821103,0.398
0.38735151290893555,-0.29589155054707694,0.015252708345587495,0.41579635177812757,0.1536896944484979,0.399
0.397564172744751,-0.10618827834684014,0.19923503408634866,0.3945030517645813,0.09917883716871423,0.399
0.40773868560791016,-0.2925234857336023,0.012678558194789778,0.4095787530890889,0.05807318342641003,0.399
0.4179649353027344,-0.3075509267470093,0.03993952420027697,0.28434628789064587,0.012160591522195816,0.399
0.42815279960632324,-0.33758755818984465,-0.21864293537869678,0.3351536448032127,0.0421391560518873,0.4
0.43832898139953613,-0.3421235561382162,-0.013070996985680795,0.3376489199260443,-0.04514113205684625,0.4
0.44853687286376953,-0.27670598112911426,-0.060951242450456286,0.37644110847256396,0.019922966661173228,0.4
0.45871996879577637,-0.4945346411087438,-0.004009500981496332,0.431595803687058,0.07646885136592223,0.4
0.4689903259277344,-0.11450974545773847,0.21749432769348356,0.35887024769620024,0.04298391284789435,0.4
