time,meas_r_x,meas_r_y,meas_v_x_dot,meas_v_y_dot,state_z
0.0,0.0,0.0,0.042223071624987445,-0.0284592817981769,0.431
0.010202646255493164,0.0,0.0,-0.007251506864239907,0.0024617488561525878,0.431
0.02039504051208496,1.4716856140350876,1.4716856140350876,-0.03584256178400441,-0.05059573590723816,0.431
0.030579090118408203,0.0,0.0,-0.05776083476362105,-0.006581704586250137,0.431
0.04078102111816406,0.0,0.7351549427436317,-0.0026938111768370424,-0.02602472776942514,0.431
0.051043033599853516,0.730850796896055,0.0,-0.05431313149098188,0.01344837126229654,0.43
0.061279296875,0.7326892439558391,0.0,-0.03839559833554231,0.08964020466735396,0.43
0.07146310806274414,0.7364629863744908,0.7364629863744908,-0.05506789913111079,0.007097099786511783,0.43
0.08164834976196289,0.7363595505617977,0.0,-0.0992887903096103,0.04461675119890879,0.43
0.09183216094970703,1.4729259727489816,0.0,-0.03027531526441573,0.1003786816485509,0.43
0.10205936431884766,0.0,0.0,-0.0595185470714331,0.09913873789020332,0.429
0.11225676536560059,2.941926071403521,-0.7354815178508802,-0.015860331674549873,0.19644022310982293,0.429
0.12244296073913574,0.0,0.0,0.03593920413369196,0.14600834222995512,0.429
0.13262295722961426,0.736738957328212,0.0,-0.056605966702742955,0.19032593235957052,0.429
0.1428089141845703,2.2089235306509374,0.0,-0.019345491901692935,0.1712978582129409,0.433
0.15298986434936523,0.0,0.0,-0.06384728819138641,0.15390957843849742,0.433
0.1632087230682373,0.7339371456568908,0.0,-0.06841516575634425,0.21576815587225057,0.433
0.17337250709533691,2.9516565798733287,0.0,-0.07067752908246418,0.25918269907511754,0.433
0.1835331916809082,0.7381392402093061,0.0,-0.07028466406566809,0.2954775818366442,0.433
0.19369792938232422,2.951379650044565,0.0,-0.009909971565509018,0.34639197576553954,0.433
0.2038564682006836,0.738295155839279,0.0,0.024344635179199298,0.34387990944582736,0.433
0.21404218673706055,0.7363250784139319,0.0,-0.007447699298838949,0.4446376201288167,0.433
0.22420430183410645,2.2141059991084626,0.0,-0.026356876770880326,0.3786314196979763,0.433
0.2343757152557373,0.7373606488209647,0.0,-0.05453655782438263,0.4950876258655533,0.433
0.2445387840270996,2.95186431135196,0.73796607783799,-0.00695799522051517,0.5193944359544526,0.433
0.2546985149383545,0.7382085279140168,0.7382085279140168,-0.02951015985520486,0.5922025774557667,0.433
0.2648763656616211,1.4737885637986365,0.0,0.05757781507860575,0.5500526091382806,0.433
0.27506113052368164,0.7363940259375439,0.0,-0.005193701261265123,0.58583903910627,0.433
0.28522300720214844,0.7380526488667823,0.0,-0.07320970195288465,0.5909562610935345,0.433
0.295382022857666,1.476521004459047,0.0,-0.04200632988774042,0.6276723284896158,0.433
0.3055391311645508,0.7383991361907891,0.0,0.03784664059828262,0.6847886351143955,0.433
0.31569671630859375,0.0,0.0,0.003837625332538147,0.8014487730353114,0.433
0.3258635997772217,1.4753783739417958,0.0,-0.08202419257961927,0.9116193191961127,0.433
0.3360474109649658,0.0,0.0,-0.051156715062194366,0.9076639489485816,0.433
0.34621310234069824,-2.2133270791312913,-0.7377756930437638,-0.05473618703841597,0.6998570150749215,0.436
0.35640716552734375,-1.471444675725612,0.735722337862806,-0.028530965524777633,0.6522812102243433,0.436
0.3667314052581787,-0.7264457427891832,0.0,-0.06093252803833048,0.6981198739053837,0.436
0.3770265579223633,0.0,0.0,0.009983585944222051,0.7399426422697392,0.436
0.3872361183166504,0.7346055765727897,0.0,0.0031686912087521696,0.854759192145003,0.436
0.39741039276123047,1.4743066035525143,0.0,0.05940938352044605,0.8524529725591224,0.436
0.40758371353149414,0.7372224044996485,0.0,0.03521844927422652,0.9767269681415099,0.432
0.4177684783935547,0.7363940259375439,0.0,0.03316989878070414,1.0364000198600845,0.432
