pc_time_s,pc_time_iso,cf_time_ms,session_id,motif_id,motif_type,motif_phase,rep_index,motif_param_json,flight_phase,cmd_vx_m_s,cmd_vy_m_s,cmd_yaw_rate_deg_s,cmd_height_m,cmd_vx_raw_m_s,cmd_vy_raw_m_s,cmd_yaw_rate_raw_deg_s,cmd_height_raw_m,safety_override_active,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,flow_delta_x_px,flow_delta_y_px,flow_squal,zrange_mm,zrange_m,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,roll_deg,pitch_deg,yaw_deg,kalman_state_z_m,kalman_state_pz,kalman_var_z,kalman_var_pz,battery_v,battery_level_pct,pm_state,motor_m1,motor_m2,motor_m3,motor_m4,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,baro_asl_m,baro_pressure_hpa,baro_temp_c,safety_flag,should_land,event
1783648246.7926245,2026-07-09T18:50:46,,20260709_185042,,,,,,ground_idle,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783648246.8029795,2026-07-09T18:50:46,,20260709_185042,,,,,,ground_idle,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783648246.8130977,2026-07-09T18:50:46,15067,20260709_185042,,,,,,ground_idle,,,,,,,,,False,0.017994606867432594,-0.008374697528779507,1.0002696514129639,-0.05603034049272537,0.04745936766266823,0.174447163939476,0.0,0.0,54.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783648246.823201,2026-07-09T18:50:46,15081,20260709_185042,,,,,,ground_idle,,,,,,,,,False,0.017558587715029716,-0.010211868211627007,1.0006685256958008,-0.03798342123627663,-0.14859500527381897,0.14131687581539154,1.0,0.0,50.0,0.0,0.0,-0.6570286750793457,1.7314358949661255,0.0001688771299086511,0.0034806954208761454,0.0006021175067871809,0.0015744862612336874,-0.4651041030883789,0.9129621982574463,3.9268574714660645,,,,,,,,,,,,,,,,,,,,,False,
1783648246.8333054,2026-07-09T18:50:46,15087,20260709_185042,,,,,,ground_idle,,,,,,,,,False,0.01823846437036991,-0.012270687147974968,0.9998279809951782,-0.4080623686313629,0.02937842719256878,0.19265450537204742,4.0,4.0,26.0,0.0,0.0,-0.6570286750793457,1.7314358949661255,0.0001688771299086511,0.0034806954208761454,0.0006021175067871809,0.0015744862612336874,-0.4651041030883789,0.9129621982574463,3.9268574714660645,,,,,,,,,,,,,,,,,,,,,False,
1783648246.8434057,2026-07-09T18:50:46,15101,20260709_185042,,,,,,ground_idle,,,,,,,,,False,0.019100073724985123,-0.007899954915046692,1.0003423690795898,0.13568750023841858,-0.041114334017038345,-0.37365591526031494,0.0,0.0,28.0,0.0,0.0,-0.6579460501670837,1.7303707599639893,0.0001247213367605582,-0.0009701046510599554,-0.00529073690995574,0.001269589294679463,-0.42669156193733215,0.954707682132721,3.921149969100952,,,,,,,,,,,,,,,,,,,,,False,
1783648246.853582,2026-07-09T18:50:46,15114,20260709_185042,,,,,,ground_idle,,,,,,,,,False,0.017111709341406822,-0.008085576817393303,1.001173734664917,-0.24874010682106018,-0.060471370816230774,0.12793569266796112,-3.0,-4.0,50.0,0.0,0.0,-0.6579460501670837,1.7303707599639893,0.0001247213367605582,-0.0009701046510599554,-0.00529073690995574,0.001269589294679463,-0.42669156193733215,0.954707682132721,3.921149969100952,0.00014713048585690558,0.0013377965660765767,3.1925299026625e-06,0.00018840251141227782,3.8111438751220703,20.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
1783648246.8637385,2026-07-09T18:50:46,15126,20260709_185042,,,,,,ground_idle,,,,,,,,,False,0.017752356827259064,-0.009902330115437508,1.0011307001113892,-0.16973376274108887,-0.04532000049948692,0.05946294590830803,0.0,0.0,48.0,0.0,0.0,-0.6569398641586304,1.7311885356903076,0.0001622532436158508,0.004294399172067642,-0.0007846871740184724,0.0016139285871759057,-0.4595336616039276,0.9101247787475586,3.9127697944641113,0.00014713048585690558,0.0013377965660765767,3.1925299026625e-06,0.00018840251141227782,3.8111438751220703,20.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
1783648246.8738666,2026-07-09T18:50:46,15127,20260709_185042,,,,,,ground_idle,,,,,,,,,False,0.017752356827259064,-0.009902330115437508,1.0011307001113892,-0.16973376274108887,-0.04532000049948692,0.05946294590830803,0.0,0.0,51.0,0.0,0.0,-0.6569398641586304,1.7311885356903076,0.0001622532436158508,0.004294399172067642,-0.0007846871740184724,0.0016139285871759057,-0.4595336616039276,0.9101247787475586,3.9127697944641113,0.00014713048585690558,0.0013377965660765767,3.1925299026625e-06,0.00018840251141227782,3.8111438751220703,20.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
1783648246.8840237,2026-07-09T18:50:46,15146,20260709_185042,,,,,,ground_idle,,,,,,,,,False,0.018319102004170418,-0.007424444425851107,1.0009616613388062,-0.31232234835624695,-0.24478010833263397,0.09820791333913803,-2.0,0.0,51.0,0.0,0.0,-0.6569352149963379,1.731724739074707,0.00012604144285432994,0.00417185528203845,0.0016981872031465173,0.0015678234631195664,-0.48159030079841614,0.9086616635322571,3.9046647548675537,0.00014713048585690558,0.0013377965660765767,3.1925299026625e-06,0.00018840251141227782,3.8111438751220703,20.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
