pc_time_s,pc_time_iso,cf_time_ms,session_id,motif_id,motif_type,motif_phase,rep_index,motif_param_json,flight_phase,cmd_vx_m_s,cmd_vy_m_s,cmd_yaw_rate_deg_s,cmd_height_m,cmd_vx_raw_m_s,cmd_vy_raw_m_s,cmd_yaw_rate_raw_deg_s,cmd_height_raw_m,safety_override_active,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,flow_delta_x_px,flow_delta_y_px,flow_squal,zrange_mm,zrange_m,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,roll_deg,pitch_deg,yaw_deg,kalman_state_z_m,kalman_state_pz,kalman_var_z,kalman_var_pz,battery_v,battery_level_pct,pm_state,motor_m1,motor_m2,motor_m3,motor_m4,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,baro_asl_m,baro_pressure_hpa,baro_temp_c,safety_flag,should_land,event
1783704303.4227514,2026-07-10T10:25:03,,20260710_102458,,,,,,ground_idle,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783704303.433141,2026-07-10T10:25:03,12984,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.004288190510123968,-0.001439319341443479,1.0003095865249634,-0.1026703268289566,0.11432741582393646,-0.15571163594722748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783704303.44327,2026-07-10T10:25:03,12994,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.002247186377644539,0.0016729682683944702,1.0011796951293945,0.17784744501113892,0.07324586808681488,-0.023652151226997375,3.0,-2.0,51.0,31.0,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783704303.4533846,2026-07-10T10:25:03,13004,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.0039077820256352425,0.001195679884403944,1.0005887746810913,-0.05050495266914368,-0.27774691581726074,0.0012803003191947937,0.0,-2.0,48.0,31.0,0.031,-0.0005404102266766131,-0.0002450443571433425,0.02979770302772522,0.002448099432513118,-0.0038981549441814423,0.00883971806615591,0.031965356320142746,0.21653662621974945,0.1028263047337532,,,,,,,,,,,,,,,,,,,,,False,
1783704303.463502,2026-07-10T10:25:03,13014,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.0033824474085122347,0.0002023391134571284,1.0005825757980347,0.43864038586616516,-0.40374577045440674,0.0896894708275795,-3.0,4.0,63.0,31.0,0.031,-0.0005404102266766131,-0.0002450443571433425,0.02979770302772522,0.002448099432513118,-0.0038981549441814423,0.00883971806615591,0.031965356320142746,0.21653662621974945,0.1028263047337532,,,,,,,,,,,,,,,,,,,,,False,
1783704303.4736176,2026-07-10T10:25:03,13024,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.00457774056121707,-0.0008780393400229514,1.000359058380127,-0.1631174236536026,-0.20415814220905304,0.12413546442985535,0.0,0.0,61.0,31.0,0.031,-0.0015163023490458727,0.0004649239417631179,0.02998368814587593,-0.002705172635614872,0.00010073815792566165,0.008969730697572231,0.0049681756645441055,0.258085161447525,0.10258574783802032,,,,,,,,,,,,,,,,,,,,,False,
1783704303.48376,2026-07-10T10:25:03,13034,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.00595103669911623,0.0011684689670801163,0.9996124505996704,-0.009427651762962341,0.029527444392442703,-0.08822200447320938,0.0,0.0,60.0,31.0,0.031,-0.0015163023490458727,0.0004649239417631179,0.02998368814587593,-0.002705172635614872,0.00010073815792566165,0.008969730697572231,0.0049681756645441055,0.258085161447525,0.10258574783802032,0.030073678120970726,0.009040914475917816,4.097321834706236e-06,0.00020856433548033237,3.7319648265838623,10.0,0.0,0.0,0.0,0.0,0.0,0.231,32.766,1.322,0.269,2.835,,,,,False,
1783704303.4939313,2026-07-10T10:25:03,13044,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.0053487117402255535,0.003549607703462243,1.0008881092071533,-0.15055488049983978,-0.11567370593547821,0.2009078711271286,0.0,0.0,46.0,31.0,0.031,-0.0015722076641395688,0.0004651052877306938,0.030549565330147743,-0.0026676745619624853,3.0356070055859163e-05,0.010926194489002228,0.005898516159504652,0.25969788432121277,0.10220295935869217,0.030073678120970726,0.009040914475917816,4.097321834706236e-06,0.00020856433548033237,3.7319648265838623,10.0,0.0,0.0,0.0,0.0,0.0,0.231,32.766,1.322,0.269,2.835,,,,,False,
1783704303.5041287,2026-07-10T10:25:03,13054,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.004472062923014164,0.0027328655123710632,0.9989960193634033,0.07297063618898392,-0.17245200276374817,-0.19055210053920746,0.0,0.0,51.0,31.0,0.031,-0.0015722076641395688,0.0004651052877306938,0.030549565330147743,-0.0026676745619624853,3.0356070055859163e-05,0.010926194489002228,0.005898516159504652,0.25969788432121277,0.10220295935869217,0.030073678120970726,0.009040914475917816,4.097321834706236e-06,0.00020856433548033237,3.7319648265838623,10.0,0.0,0.0,0.0,0.0,0.0,0.231,32.766,1.322,0.269,2.835,,,,,False,
1783704303.514325,2026-07-10T10:25:03,13064,20260710_102458,,,,,,ground_idle,,,,,,,,,False,0.007962425239384174,0.0013209159951657057,0.9982215762138367,0.025782134383916855,-0.43119484186172485,-0.17648017406463623,0.0,0.0,64.0,31.0,0.031,-0.0016239738324657083,0.00047133362386375666,0.030769115313887596,-0.002570441924035549,0.0006084602209739387,0.010984642431139946,0.00547106983140111,0.25933757424354553,0.10284373909235,0.030073678120970726,0.009040914475917816,4.097321834706236e-06,0.00020856433548033237,3.7319648265838623,10.0,0.0,0.0,0.0,0.0,0.0,0.231,32.766,1.322,0.269,2.835,,,,,False,
