pc_time_s,pc_time_iso,cf_time_ms,session_id,motif_id,motif_type,motif_phase,rep_index,motif_param_json,flight_phase,cmd_vx_m_s,cmd_vy_m_s,cmd_yaw_rate_deg_s,cmd_height_m,cmd_vx_raw_m_s,cmd_vy_raw_m_s,cmd_yaw_rate_raw_deg_s,cmd_height_raw_m,safety_override_active,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,flow_delta_x_px,flow_delta_y_px,flow_squal,zrange_mm,zrange_m,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,roll_deg,pitch_deg,yaw_deg,kalman_state_z_m,kalman_state_pz,kalman_var_z,kalman_var_pz,battery_v,battery_level_pct,pm_state,motor_m1,motor_m2,motor_m3,motor_m4,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,baro_asl_m,baro_pressure_hpa,baro_temp_c,safety_flag,should_land,event
1783648001.3919327,2026-07-09T18:46:41,,20260709_184636,,,,,,ground_idle,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783648001.4020736,2026-07-09T18:46:41,,20260709_184636,,,,,,ground_idle,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783648001.4121892,2026-07-09T18:46:41,12432,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.009612921625375748,0.007738756015896797,1.0002167224884033,-0.09708142280578613,0.1607937216758728,0.07789413630962372,4.0,-4.0,37.0,27.0,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1783648001.422298,2026-07-09T18:46:41,12444,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.010690638795495033,0.003818485653027892,1.0013179779052734,0.17532606422901154,-0.2859187722206116,-0.16815884411334991,4.0,3.0,32.0,29.0,0.029,0.0021819891408085823,-0.0003838724223896861,0.02846560999751091,0.0009736628271639347,-0.0017380621284246445,-0.002943939296528697,0.32510805130004883,0.5758587718009949,-0.06533656269311905,,,,,,,,,,,,,,,,,,,,,False,
1783648001.432418,2026-07-09T18:46:41,12452,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.010384696535766125,0.00473944004625082,1.0001189708709717,0.02775692380964756,-0.3162353038787842,0.06026260554790497,0.0,-3.0,30.0,29.0,0.029,0.0021819891408085823,-0.0003838724223896861,0.02846560999751091,0.0009736628271639347,-0.0017380621284246445,-0.002943939296528697,0.32510805130004883,0.5758587718009949,-0.06533656269311905,,,,,,,,,,,,,,,,,,,,,False,
1783648001.4425359,2026-07-09T18:46:41,12464,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.010115346871316433,0.0055871037766337395,0.9986796379089355,-0.006772978231310844,0.07768300175666809,0.15650874376296997,0.0,3.0,42.0,29.0,0.029,0.0021860760170966387,-0.00038792871055193245,0.02841285616159439,0.0008056330261752009,-0.0018159288447350264,-0.002795842941850424,0.29795601963996887,0.5885826945304871,-0.06604716181755066,,,,,,,,,,,,,,,,,,,,,False,
1783648001.4526536,2026-07-09T18:46:41,12476,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.010676831938326359,0.004787836689502001,0.9988883137702942,0.19014377892017365,-0.1501838117837906,-0.3046637177467346,-3.0,1.0,42.0,29.0,0.029,0.0021860760170966387,-0.00038792871055193245,0.02841285616159439,0.0008056330261752009,-0.0018159288447350264,-0.002795842941850424,0.29795601963996887,0.5885826945304871,-0.06604716181755066,0.02835981734097004,-0.003058484522625804,4.219840320729418e-06,0.00020890602900180966,3.578885793685913,10.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
1783648001.462982,2026-07-09T18:46:41,12484,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.008265824057161808,0.007097445894032717,0.9986326694488525,-0.22511178255081177,0.0055767931044101715,0.10885689407587051,-1.0,-4.0,43.0,29.0,0.029,0.0028385911136865616,0.0004887441173195839,0.02835981734097004,0.004175026901066303,0.002697858726605773,-0.0030046484898775816,0.2834988832473755,0.590225338935852,-0.06674142181873322,0.02835981734097004,-0.003058484522625804,4.219840320729418e-06,0.00020890602900180966,3.578885793685913,10.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
1783648001.473165,2026-07-09T18:46:41,12492,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.011263939552009106,0.007017639931291342,1.0019199848175049,-0.06359227746725082,0.4208621084690094,-0.09057121723890305,-1.0,4.0,27.0,29.0,0.029,0.0028385911136865616,0.0004887441173195839,0.02835981734097004,0.004175026901066303,0.002697858726605773,-0.0030046484898775816,0.2834988832473755,0.590225338935852,-0.06674142181873322,0.02835981734097004,-0.003058484522625804,4.219840320729418e-06,0.00020890602900180966,3.578885793685913,10.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
1783648001.4833372,2026-07-09T18:46:41,12504,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.011101016774773598,0.0074986000545322895,1.0022640228271484,0.16196686029434204,-0.30816885828971863,-0.1627560555934906,6.0,0.0,28.0,29.0,0.029,0.0019714366644620895,-0.0006081869942136109,0.02861177735030651,-0.0004670250345952809,-0.0029610178899019957,-0.0013280082494020462,0.33876070380210876,0.5856788754463196,-0.06796940416097641,0.02835981734097004,-0.003058484522625804,4.219840320729418e-06,0.00020890602900180966,3.578885793685913,10.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
1783648001.4934998,2026-07-09T18:46:41,12512,20260709_184636,,,,,,ground_idle,,,,,,,,,False,0.010954623110592365,0.005837063305079937,1.0005866289138794,0.11983521282672882,0.22755809128284454,0.06583420932292938,-3.0,4.0,35.0,29.0,0.029,0.0019714366644620895,-0.0006081869942136109,0.02861177735030651,-0.0004670250345952809,-0.0029610178899019957,-0.0013280082494020462,0.33876070380210876,0.5856788754463196,-0.06796940416097641,0.02835981734097004,-0.003058484522625804,4.219840320729418e-06,0.00020890602900180966,3.578885793685913,10.0,0.0,0.0,0.0,0.0,0.0,32.766,32.766,32.766,32.766,32.766,,,,,False,
